date,amount_mxn,weekday_written,notebook_date_text,raw_amount_text,source_page,recognition_confidence,review_status,notes
2025-07-17,665.00,Jue,17 Jue,665,19,high,verified,
2025-07-18,96.00,Vier,18 Vier,96,19,high,verified,
2025-07-21,302.00,Lun,19 Lun,302 + 231 (deposit),19,medium,adjudicated,Literal date is two days early; normalized by Monday/calendar sequence. Explicit deposit 231 is excluded from daily sales.
2025-07-22,210.00,Mar,20 Mar,210,19,medium,adjudicated,Literal date is two days early; normalized by weekday/calendar sequence.
2025-07-23,600.00,Mie,21 Mie,600,19,medium,adjudicated,Literal date is two days early; normalized by weekday/calendar sequence.
2025-07-24,354.00,Jue,22 Jue,354,19,medium,adjudicated,Literal date is two days early; normalized by weekday/calendar sequence.
2025-07-25,398.00,Vi,Vi,398,19,medium,verified,Date numeral omitted; inferred from shifted weekday sequence.
2025-07-28,309.00,Lun,Lun,309,19,medium,verified,Date numeral omitted; inferred from shifted weekday sequence.
2025-07-29,209.00,Mar,Mar,209,19,medium,adjudicated,Date numeral omitted. First digit is overwritten; two-agent review favors 209. A forced 227 would reconcile the written subtotal but is not visually supported.
2025-07-30,2377.00,Mier,Mier,2377,19,medium,verified,Date numeral omitted; inferred from shifted weekday sequence.
2025-07-31,466.00,Jue,Jue,466,19,medium,verified,Date numeral omitted; inferred from shifted weekday sequence.
2025-08-01,740.00,Mier,01 Mier,[7]40; 100 MP,19,medium,adjudicated,"Leading 7 is faded; 740 makes the written 5,934 subtotal exact. Separate MP 100 is excluded."
2025-08-04,400.00,Lun,04 Lun,400,19,high,adjudicated,"Primary read initially proposed 1,100, but direct glyph review and exact section subtotal establish 400."
2025-08-05,369.00,Mart,05 Mart,369,19,high,verified,
2025-08-06,163.00,Mie,06 Mie,163,19,high,verified,
2025-08-07,450.00,Jue,07 Jue,450,19,high,verified,
2025-08-08,834.00,Vie,08 Vie,834,19,high,verified,
2025-08-09,125.00,Sab,09 Sab,125,19,high,verified,
2025-08-11,611.00,Lo,11 Lo,611,19,medium,verified,Irregular weekday abbreviation; amount reads 611.
2025-08-12,565.00,Mar,12 Mar,565,19,high,verified,
2025-08-13,663.00,Mier,13 Mier,663,19,high,verified,
2025-08-14,441.00,Jue,14 Jue,441,19,high,verified,
2025-08-15,573.00,Vie,15 Vie,573,19,high,verified,
2025-08-16,750.00,Sab,16 Sab,72 + 678,20,high,adjudicated,Explicit row arithmetic evaluates to 750.
2025-08-18,617.00,Lun,18 Lun,617 (overwritten),20,low,adjudicated,Final surviving reading is 617; earlier strokes are obscured.
2025-08-19,835.00,Mar,19 Mar,835,20,high,verified,
2025-08-20,450.00,Mie,20 Mie,450,20,high,verified,
2025-08-21,518.00,Jue,21 Jue,518,20,high,verified,
2025-08-22,260.00,Vier,22 Vier,260,20,high,verified,
2025-08-23,362.00,Sab,23 Sab,362,20,medium,adjudicated,Agents split between 362 and 368; direct high-resolution crop favors 362.
2025-08-25,1025.00,Lun,25 Lun,1025,20,high,verified,
2025-08-26,1820.00,Mar,26 Mar,725 + 1095 = 1820,20,high,adjudicated,"Explicit row arithmetic evaluates to 1,820."
2025-08-27,970.00,Mier,27 Mier,970,20,high,verified,
2025-08-28,1033.00,Jue,28 Jue,1033,20,high,verified,
2025-08-29,1667.00,Vie,29 Vie,1667,20,high,verified,
2025-08-30,1668.00,Sab,30 Sab,1668,20,high,verified,
2025-09-01,3320.00,Lun,01 Lun,3320 + 100 MP,20,high,verified,Separate MP 100 is excluded from daily sales.
2025-09-02,3831.00,Ma,02 Ma,3831,20,high,verified,
2025-09-03,1205.00,Mie,03 Mie,1205,20,high,verified,
2025-09-04,1980.00,Jue,04 Jue,1980,20,high,verified,
2025-09-05,653.00,Vie,05 Vie,653,20,medium,adjudicated,"Direct glyph reads 653. Reading 643 would reconcile separate arithmetic, but is not visually supported."
2025-09-06,1902.00,Sab,06 Sab,1902,20,high,verified,
2025-09-08,1971.00,Lun,08 Lun,1971,20,high,verified,
2025-09-09,1822.00,Mar,09 Mar,1822,20,high,verified,
2025-09-10,1360.00,Mie,10 Mie,1360,20,high,verified,
2025-09-11,748.00,Jue,11 Jue,748,20,high,verified,
2025-09-12,950.00,Vie,12 Vie,950,20,high,verified,
2025-09-13,557.00,Sab,13 Sab,557,20,high,verified,
2025-09-15,740.00,Lun,15 Lun,740,20,high,verified,
2025-09-17,1515.00,Mier,17 Mier,1515,20,high,verified,
2025-09-18,1020.00,Jue,18 Jue,1020,20,high,verified,
2025-09-19,685.00,Vie,19 Vie,685,20,high,verified,
2025-09-20,130.00,Sa,20 Sa,130,20,high,verified,
2025-09-22,1106.00,Lune,21 Lune,1106,20,medium,adjudicated,Literal date is one day early; normalized by Monday/calendar sequence.
2025-09-23,690.00,Mar,22 Mar,690,20,medium,adjudicated,Literal date is one day early; normalized by weekday/calendar sequence.
2025-09-24,570.00,Mie,23 Mie,570,20,medium,adjudicated,Literal date is one day early; normalized by weekday/calendar sequence.
2025-09-25,470.00,Jue,24 Jue,470,20,medium,adjudicated,Literal date is one day early; normalized by weekday/calendar sequence.
2025-09-26,861.00,Vie,25 Vie,861,20,medium,adjudicated,Literal date is one day early; normalized by weekday/calendar sequence.
2025-09-27,240.00,Sab,26 Sab,240,20,medium,adjudicated,Literal date is one day early; normalized by weekday/calendar sequence.
2025-09-29,867.00,Lun,27 Lun,867,20,medium,adjudicated,Literal date is two days early; normalized to Monday September 29 by calendar sequence.
2025-09-30,1142.00,Mar,30 Mar,1142,20,high,verified,
2025-10-01,950.00,Mier,01 Mier,950,21,high,verified,
2025-10-02,900.00,Jue,02 Jue,900,21,high,verified,
2025-10-03,1273.00,Vier,03 Vier,1273,21,high,verified,
2025-10-06,720.00,Lun,06 Lun,720,21,high,verified,
2025-10-07,906.00,Mar,07 Mar,906,21,medium,adjudicated,High-resolution glyph review favors 906 over 986.
2025-10-08,830.00,Mier,08 Mier,830,21,high,verified,
2025-10-09,432.00,Vie,09 Vie,432,21,medium,verified,Written weekday conflicts with the 2025 calendar; explicit date is preserved.
2025-10-10,185.00,Sab,10 Sab,185 + 300,21,high,verified,Explicit +300 side amount is excluded from the daily sale base.
2025-10-13,1268.00,Lun,13 Lun,1268,21,high,verified,
2025-10-14,850.00,Mar,14 Mar,850,21,high,verified,
2025-10-15,1394.00,,1394,1394,21,medium,adjudicated,Standalone underlined amount after October 14 is treated as an inferred October 15 daily row; no date is written.
2025-10-16,866.00,Oct,16 Oct,866,21,high,verified,
2025-10-17,748.00,Oct,17 Oct,748,21,high,verified,
2025-10-18,250.00,Oct,18 Oct,250,21,high,verified,
2025-10-20,1480.00,Oct,20 Oct,1480,21,high,verified,
2025-10-21,1550.00,Oct,21 Oct,1550,21,high,verified,
2025-10-22,106.00,Oct,22 Oct,106,21,high,verified,
2025-10-23,1711.00,Jue,23 Jue,1711,21,high,verified,
2025-10-24,1031.00,Vier,24 Vier,1031,21,high,verified,
2025-10-25,253.00,Sab,25 Sab,253,21,high,verified,
2025-10-27,2162.00,Lun,27 Lun,2162,21,high,verified,
2025-10-28,1080.00,Mar,28 Mar,1080,21,high,verified,
2025-10-29,1597.00,Mier,29 Mier,1597,21,high,verified,
2025-10-30,868.00,Jue,Jue,868,21,medium,verified,Date numeral omitted; inferred from sequence.
2025-10-31,1016.00,Vier,Vier,1016,21,medium,verified,Date numeral omitted; inferred from sequence.
2025-11-03,1233.00,Nov,03 Nov,1233,21,high,verified,
2025-11-04,290.00,Nov,04 Nov,290,21,high,verified,
2025-11-05,920.00,Nov,05 Nov,920,21,high,verified,
2025-11-06,718.00,Nov,06 Nov,718,21,high,verified,
2025-11-07,604.00,Nov,07 Nov,604,21,high,verified,
2025-11-08,120.00,Nov,08 Nov,120,21,high,verified,
2025-11-10,830.00,Nov,10 Nov,830,21,high,verified,
2025-11-11,820.00,Nov,11 Nov,820,21,high,verified,
2025-11-12,660.00,Nov,12 Nov,660,21,high,verified,
2025-11-13,310.00,Nov,13 Nov,310,21,high,verified,
2025-11-14,544.00,Nov,14 Nov,544,21,high,verified,
2025-11-15,220.00,Nov,15 Nov,220,21,high,verified,
2025-11-17,990.00,Nov,17 Nov,990,22,high,verified,
2025-11-18,750.00,Nov,18 Nov,750,22,high,verified,
2025-11-19,1007.00,Nov,19 Nov,1007,22,high,verified,
2025-11-20,990.00,Nov,20 Nov,990 (overwritten),22,low,adjudicated,Overwritten amount most likely reads 990; alternatives 920/995 are less likely and no written subtotal reconciles.
2025-11-21,750.00,Nov,21 Nov,750,22,high,verified,
2025-11-22,570.00,Nov,22 Nov,570,22,high,verified,
2025-11-24,980.00,Nov,24 Nov,980,22,high,verified,
2025-11-25,871.00,Nov,25 Nov,871,22,high,verified,
2025-11-26,1062.00,Nov,26 Nov,1062,22,high,verified,
2025-11-27,565.00,Nov,27 Nov,565,22,high,verified,Nearby bola 54 is a side note and is excluded.
2025-11-28,521.00,Nov,28 Nov,521,22,high,verified,
2025-11-29,530.00,Nov,29 Nov,530,22,high,verified,
2025-12-01,1050.00,Dic,Dic 1,1050,22,high,verified,
2025-12-02,1116.00,Dic,Dic 2,1116,22,high,verified,
2025-12-03,912.00,Dic,Dic 03,912,22,high,verified,
2025-12-04,1235.00,Dic,Dic 04,1235,22,high,verified,
2025-12-05,761.00,Dic,Dic 05,761,22,high,verified,
2025-12-08,1389.00,Dic,Dic 08,1389,22,high,verified,
2025-12-09,1257.00,Dic,Dic 9,1257,22,high,verified,
2025-12-10,1183.00,Dic,Dic 10,1183,22,high,verified,
2025-12-11,1460.00,Dic,Dic 11,1460,22,high,verified,
2025-12-12,689.00,Dic,Dic 12,689,22,high,verified,
2025-12-13,320.00,Dic,Dic 13,320,22,high,verified,
2025-12-16,539.00,Dic,Dic 16,539,22,high,verified,
2025-12-17,442.00,Dic,Dic 17,442,22,high,verified,
2025-12-18,576.00,Dic,Dic 18,576,22,high,verified,
2025-12-19,350.00,Dic,Dic 19,350,22,high,verified,
2025-12-20,400.00,Dic,Dic 20,400,22,high,verified,
2025-12-22,683.00,Dic,Dic 22,683,22,high,verified,
2025-12-23,637.00,Dic,Dic 23,637,22,high,verified,
2025-12-24,180.00,Dic,Dic 24,180,22,high,verified,
2025-12-29,390.00,Dic,Dic 29,390,22,high,verified,
2025-12-30,50.00,Dic,Dic 30,50,22,high,verified,
2025-12-31,235.00,Dic,Dic 31,235,22,high,verified,
2026-01-05,750.00,Enero,05 Enero,750,23,high,verified,
2026-01-06,584.00,Enero,06 Enero,584,23,high,verified,
2026-01-07,710.00,Enero,07 Enero,710 + 287 MP,23,high,verified,Separate MP 287 is excluded from daily sales.
2026-01-08,673.00,Enero,08 Enero,673,23,high,verified,
2026-01-09,600.00,Enero,09 Enero,600,23,high,verified,
2026-01-12,1099.00,Ene,12 Ene,1099,23,high,verified,
2026-01-13,1166.00,Ene,13 Ene,1166,23,high,verified,
2026-01-14,688.00,Ene,14 Ene,688,23,high,verified,
2026-01-15,650.00,Ene,15 Ene,650,23,high,verified,
2026-01-16,228.00,Ene,16 Ene,228,23,high,verified,
2026-01-17,270.00,Ene,17 Ene,270,23,high,verified,
2026-01-19,760.00,Ene,19 Ene,760,23,high,verified,
2026-01-20,849.00,Ene,20 Ene,849,23,high,verified,
2026-01-21,1058.00,Ene,21 Ene,1058,23,high,verified,
2026-01-22,786.00,Ene,22 Ene,786,23,high,verified,
2026-01-23,580.00,Ene,23 Ene,580,23,high,verified,
2026-01-24,150.00,Ene,24 Ene,150,23,high,verified,
2026-01-26,834.00,Ene,26 Ene,834,23,high,verified,
2026-01-27,858.00,Ene,27 Ene,858,23,high,verified,
2026-01-28,932.00,Ene,28 Ene,932,23,high,verified,
2026-01-29,402.00,Ene,29 Ene,402,23,high,verified,
2026-01-30,600.00,Ene,30 Ene,600,23,high,verified,
2026-01-31,377.00,Ene,31 Ene,377,23,high,verified,
2026-02-02,410.00,Feb,02 Feb,410,23,high,verified,
2026-02-03,1022.00,Feb,03 Feb,1022,23,high,verified,
2026-02-04,1257.00,Feb,04 Feb,1257,23,high,verified,
2026-02-05,1168.00,Feb,05 Feb,1168,23,high,verified,
2026-02-06,810.00,Feb,06 Feb,810,23,high,verified,
2026-02-07,210.00,Feb,07 Feb,210,23,high,verified,
2026-02-09,1200.00,Feb,09 Feb,1200 (685 Mercado),23,high,verified,Mercado 685 is a separate annotation and is excluded.
2026-02-10,1130.00,Feb,10 Feb,1130,23,high,verified,
2026-02-11,1075.00,Feb,11 Feb,1075,23,high,verified,
2026-02-12,1339.00,Feb,12 Feb,1339,23,high,verified,
2026-02-13,1200.00,Feb,13 Feb,1200,23,high,verified,
2026-02-14,525.00,Feb,14 Feb,525,23,high,verified,
2026-02-16,580.00,Feb,16 Feb,580,24,high,verified,
2026-02-17,888.00,Feb,17 Feb,888,24,high,verified,
2026-02-18,777.00,Feb,18 Feb,777,24,high,verified,
2026-02-19,1179.00,Feb,19 Feb,1179,24,high,verified,
2026-02-20,870.00,Feb,20 Feb,870 (overwritten),24,medium,adjudicated,Direct glyph review favors 870. This does not force the written section total.
2026-02-21,290.00,Feb,21 Feb,290,24,high,verified,
